story;Geschichte;0;
I'm looking for...;Ich suche nach...;0;
present;Geschenk;0;
bracelet;Armband;0;2018-05-17
special offer;Sonderangebot;0;
clothes;Kleider:Kleidung;0;
snack bar;Snackbar:Imbissstube;0;
jewellery;Schmuck;0;2018-05-18
penny;Penny:Pence;0;
price;Preis;0;
euro;Euro;1;2018-05-04
cent;Cent;1;2018-05-18
next;als Nächstes;0;
sell;verkaufen;0;
Can I help you?;Kann ich Dir/Ihnen helfen?:Sie wünschen?;0;
I´m looking for...;Ich suche nach...:Ich brauche...;0;
How much is...?;Was kostet...?;0;
Can I have...,please?;Könnte ich bitte...haben?;0;
It's...;Es kostet...;0;2018-05-18
It is nice/expensive/cheap.;Es ist sehr hübsch/teuer/preiswert.;0;
It´s top quality.;Es ist hochwertig/von guter Qualität.;0;2018-05-17
It's special offer.;Es ist im Angebot.:Es ist ein Sonderangebot.;0;
That's...;Das macht...;0;
glass;Glas;0;
orange;Orange;0;
juice;Saft;0;
at the moment;im Moment:gerade;0;
sad;traurig;0;
to earn;verdienen;0;2018-05-18
flea market;Flohmarkt;0;2018-05-18
community center;Gemeindezentrum;0;
organise;organisieren;0;
year;Jahr:Schuljahr;1;2018-05-18
charity;Wohltätigkeitsverein:wohltätige Zwecke:Wohlfahrt;1;2018-05-19
toy;Spielzeug;0;
to clear out;ausräumen;entrümpeln;
garage;Garage;0;
to feel;fühlen:sich fühlen;0;2018-05-19
hopeful;hoffnungsvoll;0;2018-05-18
ring;klingeln:läuten;0;
make money;Geld verdienen;0;
full (of);voll (von);0;
throw away;wegwerfen;0;2018-05-18
coffee;Kaffee;0;
charity shop;Secondhandladen;0;
any;irgendein/-e/er:irgendwelche;0;
telephone;Telefon;1;2018-05-18
Too bad!;Zu dumm!:Schade!;0;
walk the dog;den Hund ausführen:mit dem Hund spazieren gehen;0;
That's what friends are for.;Dafür sind Freunde da.;0;
must;müssen;0;2018-05-13
be worth;wert sein;1;2018-05-13
How many...?;Wie viel...?;0;
about;ungefähr:circa:etwa;0;
stuff;Zeug;0;
a couple of;ein paar;0;
ask for;fragen nach:bitten um;0;2018-05-18
bargain;Schnäppchen;0;
spend;ausgeben;0;
a little;ein wenig:etwas;0;
a lot of;viel/-e:eine Menge;0;
nothing;nichts;2;2018-05-18
answering machine;Anrufbeantworter;0;2018-05-18
message;Botschaft:Nachricht;0;2018-05-04
call;anrufen:rufen;0;
leave a message;eine Nachricht hinterlassen;0;
caller;Anrufer/-in;0;2018-05-18
phone call;Anruf;0;
answer the phone;einen Anruf entgegennehmen;0;
left;übrig;0;
I'd like to...;Ich möchte...:Ich würde gern...;0;
take a message;eine Nachricht entgegennehmen:jemandem etwas ausrichten;0;2018-05-17
I'll get her/him.;Ich hole sie/ihn.;0;
set up;einrichten:aufbauen;0;2018-05-18
dictionary;Wörterbuch;0;
buyer;Käufer/-in;0;
seller;Verkäufer/-in;2;2018-05-18
half;die Hälfte (von):die Hälfte;0;
goal;Tor:Ziel;0;
lucky;der Glückliche:die Glückliche;0;
wine;Wein;0;
raffle;Tombola;0;
prize;Preis:Gewinn;0;2018-05-13
ticket;Los:Ticket:Eintrittskarte;0;
each;pro Person:pro Stück;0;
hope;hoffen;0;
think;glauben;0;2018-05-04
still;noch:immer noch;0;
pull;ziehen;0;
piece;Stück;0;
broken;gebrochen:kaputt;0;
horrified;entsetzt;0;
rubbish;Müll:Gerümpel;0;2018-05-18
coin;Münze;0;
as...as;so...wie;0;
not nothing;nichts:;0;
more than;mehr als;1;2018-05-19
half;halb;0;
head;Kopf;0;
believe;glauben;0;
hug;umarmen;0;
disappointed;enttäuscht;1;2018-05-18
helpful;hilflos;0;
thankful;dankbar;0;
excited;aufgeregt;0;
helpless;hilflos;0;
tomato;tomatoes;Tomate:<tomaten;
yogurt;Joghurt;0;2018-05-18
part;Teil:Stadtteil;0;
culture;Kultur;0;
the same;das selbe:das gleiche;0;
quick;schnell;0;
contest;Wettkampf:Wettbewerb;0;
bacon;Schinkenspeck:Speck;0;
bread;Brot;0;
cake;Kuchen:Torte;0;
fish;Fisch:Fische;0;
egg;Ei;0;
fruit;Frucht:Obst;0;
pie;Kuchen:Pastete;0;
strange;fremd:seltsam:merkwürdig;0;
apple;Apfel;0;
cereal;Frühstückszerialien:Getreideprodukt:Müsli;0;
chocolate;Schokolade;0;
crisp;Kartoffelchip;0;2018-05-17
nut;Nuss;1;2018-05-18
sweet;süß;0;
healthy;gesund;1;2018-05-18
supermarket;Supermarkt;0;
go together;zueinander passen:zueinander gehören;0;
costume;Kostüm;0;
at the same time;zur selben Zeit;0;
bowling alley;Bowlingbahn;0;
give the bumps;hochleben lassen;0;
celebrate;feiern;0;
birthday;Geburtstag;1;2018-05-13
ice rink;Eisbahn:Schlittschuhbahn;0;
blow out;ausblasen:auspusten;0;
candle;Kerze;1;2018-05-13
make a wish;sich etwas wünschen;0;
wish;Wunsch;0;
Happy Birthday;Alles gute zum Geburtstag;0;
date;Datum;0;
plan;planen;0;
sleepover;Übernachtung;0;
mustn't;nicht dürfen;0;
like that;so;0;
holidays;Ferien;0;
that;dass;0;
theme;Thema:Motto;0;
decorations;Dekoration:Schmuck;0;2018-05-19
needn't;nicht brauchen:nicht müssen;0;
invite;einladen;0;
decorate;dekorieren:schmücken:verzieheren;0;
trifle;Trifle;0;2018-05-18
what else;was sonst:was noch;1;2018-05-18
ice creme;Eis:Eiscreme;0;
all night;die ganze Nacht;0;
clean;säubern;reinigen;
get;besorgen:kaufen;0;2018-05-18
do our hair;uns frisieren:unsere Haare machen;0;
invitation;Einladung;0;2018-05-17
church spire;Kirchturm;0;
highest;höchster;0;
oldest;ältester;0;
most famous;berühmtester;0;
step;Stufe;0;2018-05-17
old town;Altstadt;0;
Leaning House;schiefes Haus;0;
Butcher's tower;Metzgerturm;0;2018-05-19
Butcher;Metzger;0;
prison;Gefängnis;1;2018-05-18
Fishermen's Quarter;Fischerviertel;0;
Tanner's Quarter;Gerberviertel;0;2018-05-18
half-timbered house;Fachwerkhaus;0;
cobblestone;Pflasterstein;0;
sight;Sehenswürdigkeit;0;2018-05-18
boat;Boot;0;
Town Hall;Rathaus;0;
mayor;Bürgermeister;0;
Town House;Stadthaus;0;
brochure;Prospekt;0;
library;Bibiliothek;0;
Bavaria;Bayern;0;
museum;Museum;1;2018-05-18
sparrow;Spatz;0;
Museum of bread Culture;Museum der Brotkultur;0;2018-05-18
exhibition;Ausstellung;0;
memorial;Denkmal;0;
column;Säule;0;2018-05-18
in memoriam;zur Erinnerung an;0;
the White Rose;Weise Rose;0;
tailor;Schneider;0;
river bank;Flussufer;0;
parade;Parade;0;
float down the river;runter schwimmen;0;
fun fair;Jahrmarkt;0;
Oath Monday;Schwörmontag;0;
guided tour;Stadtführung;0;
describe;beschreiben;0;
How to;Wie man;0;
visit;besichtigen:besuchen;0;
important;wichtig;0;
these;diese;0;
page;Seite;0;
what to;was man;0;2018-05-18
English-speaking;englischsprachig;0;2018-05-18
warm-up;Aufwärmübung;1;2018-05-18
smile;Lächeln;0;
Excuse me;Entschuldigung;Entschuldigen Sie;
of course;natürlich:selbstverständlich;1;2018-05-18
have (a sweet);(ein Bonbon)nehmen:(ein Bonbon) essen;0;2018-05-18
You're welcome.;Bitte schön.:Nichts zu danken.:Gern geschehen.;0;2018-05-13
lemonade;Limonade;2;2018-05-18
timetable;Stundenplan:Fahrplan;0;
be in the way;im Weg sein:im Weg stehen;0;
way;Weg;1;2018-05-19
bus station;Busbahnhof;0;
person;Person:Mensch;0;
box;Box:Kasten:Schachtel:Kiste;0;
open;öffnen:aufmachen:offen:geöffnet:aufgeschlagen;0;
train;Zug;0;
window;Fenster;1;2018-05-18
at home;zu Hause;1;2018-05-18
at school;in der Schule;0;
at the bus station;am Busbahnhof;0;
on the bus;im Bus;0;
on the train;im Zug;0;
in the car;im Auto;0;
hold;halten:festhalten;0;
woman;Frau:Frauen;1;2018-05-17
man;Mann:Männer;0;
jump the queue;sich vordrängeln;0;2018-05-18
British;britisch:Britin:Brite;0;
escalator;Rolltreppe;0;
stand;stehen;0;
walk;gehen:laufenShe gets on my nerves.;Sie geht mir auf die Nerven.;
granny;Oma;0;
look after;aufpassen;0;
ask;fragen;0;
talk;reden;0;
stop;aufhören;0;
chat;plaudern:chatten;0;
even;sogar:selbst;0;
friendly;freundlich:nett;0;
work;Arbeit;0;
vet;Tierarzt:Tierärztin;0;
take;nehmen;0;
pet;Haustier;0;
surgery;Praxis;1;2018-05-17
Be careful!;Vorsicht!;0;2018-05-20
why;warum;0;
cooking;Kochen;0;
dialogue;Gespräch;0;
find out;herausfinden;1;2018-05-18
situation;Situation;0;
speaker;Redner:Sprecher;0;
What is ... about?;Worum geht es in ...?;0;
be about;sich handeln um;Ulmer Münster;
church spire;Kirchturm;0;
highest;höchster;0;
oldest;ältester;0;
most famous;berühmtester;0;
step;Stufe;0;
old town;Altstadt;0;
Leaning House;schiefes Haus;0;
Butcher's tower;Metzgerturm;0;
Butcher;Metzger;0;
prison;Gefängnis;1;2018-05-13
Fishermen's Quarter;Fischerviertel;0;
Tanner's Quarter;Gerberviertel;0;
half-timbered house;Fachwerkhaus;0;
sight;Sehenswürdigkeit;0;
boat;Boot;1;2018-05-18
Town Hall;Rathaus;0;
mayor;Bürgermeister;0;2018-05-18
Town House;Stadthaus;0;
brochure;Prospekt;0;
sparrow;Spatz;0;
Museum of bread Culture;Museum der Brotkultur;0;2018-05-18
memorial;Denkmal;0;
column;Säule;0;
in memoriam;zur Erinnerung an;0;
the White Rose;Weise Rose;0;2018-05-19
tailor;Schneider;0;
river bank;Flussufer;0;
parade;Parade;0;
float down the river;runter schwimmen;0;
fun fair;Jahrmarkt;0;
Oath Monday;Schwörmontag;0;
guided tour;Stadtführung;0;
describe;beschreiben;1;2018-05-18
How to;Wie man;0;2018-05-17
visit;besichtigen:besuchen;0;
important;wichtig;0;
these;diese;0;
page;Seite;1;2018-05-20
what to;was man;0;
English-speaking;englischsprachig;0;
warm-up;Aufwärmübung;1;2018-05-18
smile;Lächeln;0;
Excuse me;Entschuldigung;Entschuldigen Sie;
of course;natürlich:selbstverständlich;0;
have (a sweet);(ein Bonbon)nehmen:(ein Bonbon) essen;0;
You're welcome.;Bitte schön.:Nichts zu danken.:Gern geschehen.;0;
lemonade;Limonade;1;2018-05-17
timetable;Stundenplan:Fahrplan;0;
be in the way;im Weg sein:im Weg stehen;0;
way;Weg;0;
bus station;Busbahnhof;0;
person;Person:Mensch;0;
box;Box:Kasten:Schachtel:Kiste;0;
open;öffnen:aufmachen:offen:geöffnet:aufgeschlagen;0;2018-05-18
train;Zug;0;
window;Fenster;0;
at home;zu Hause;1;2018-05-17
at school;in der Schule;0;
at the bus station;am Busbahnhof;0;
on the bus;im Bus;0;
on the train;im Zug;0;
in the car;im Auto;0;
hold;halten:festhalten;0;
woman;Frau:Frauen;0;
man;Mann:Männer;0;
jump the queue;sich vordrängeln;0;
British;britisch:Britin:Brite;0;
escalator;Rolltreppe;0;
stand;stehen;0;
walk;gehen:laufenlie;lügen;
trip;Trip:Reise:Ausflug:Fahrt;0;
guy;Typ:Kerl:a;0;
himself;sich selbst:selbst;0;
shy;schüchtern;0;
embarrassed;verlegen;0;
proud;stolz:stolz auf;0;
American;Amerikanisch:amerikanisch:aus Amerika;0;
report;Bericht:Meldung;0;
during;während;0;
highlight;Highlight:Höhepunkt;0;
best;der Beste;0;
ago;vor;0;
raise money;Geld sammeln;0;
in need;in Not:bedürftig;0;
also;auch;0;
that's how;so;0;
noticeboard;schwarzes Brett;0;2018-05-17
month;Monat;0;
in the end;schließlich:zum Schluss;0;
real;echt:richtig:wirklich;0;
collection;Kollektion:Sammlung;1;2018-05-18
I can't wait till next time.;Ich kann es bis zum nächsten mal kaum erwarten.:Ich kann es bis zum nächsten mal kaum erwarten;0;2018-05-18
non;nicht;0;
the next day;am nächsten Tag;0;2018-05-18
yesterday;gestern;0;
pyjamas;Schlafanzug:Pyjama;0;2018-05-18
enjoy;genießen;0;
comment;Kommentar;0;
turn off;abschalten:ausschalten;1;2018-05-18
hard;hart:schwer:schwierig;0;2018-05-18
for...;...lang;0;
think of;ausdenken;0;
nervous;nervös;0;
sale;Verkauf;0;
keep going;aufrecht erhalten;0;
discover;entdecken;0;
subject;Schulfach;0;
exam;Examen:Prüfung;1;2018-05-13
dance;Tanz;0;
drama;Theater:Drama;0;
studies;Studium;0;
fashion;Mode;0;
offer;anbieten;0;
additional;zusätzlich;1;2018-05-18
birdwatching;Vogelbeobachtung;0;2018-05-18
bird;Vogel;0;
chess;Schach;0;
painting;Malerei:Gemälde;0;
assembly;Versammlung;0;
sign;Zeichen:Schild;0;
class;Unterricht;0;
hall;Halle:Saal;0;
art;Kunst;1;2018-05-19
competition;Wettbewerb:Turnier;2;2018-05-20
belong;gehören;0;
whit special needs;behindert;0;
energy;Energie:Kraft;0;
pollution;Verschmutzung;0;
make a difference;etwas verändern;0;
as;wie;1;2018-05-18
advice;Rat:Ratschlag;0;
actor;Schauspieler;0;
moment;Moment:Augenblick;0;
panic;panisch werden;0;
relax;sich entspannen;0;
confident;selbstbewusst;0;
Take a deep breath.;Atme tief ein.;0;2018-05-17
thank;danken;0;
past;Vergangenheit;0;
feeling;Gefühl;0;
caught on camera;ertappt;0;
embarrassing;peinlich;0;
end up;enden:landen;0;
yearbook;Jahrbuch;0;
round of boxing;Boxrunde;0;
nose;Nase;0;
eye;Auge;0;
lovebirds;Turteltauben;0;
coach;Reisebus;0;
someone;jemand;0;2018-05-18
missing;fehlend:verschwunden;0;
solution;Lösung;0;
anonymous;anonym;0;
police;Polizei;0;
arrest;festnehmen:verhaften;0;
what the man locked like;wie der Mann aussah;0;
taxi;Taxi;0;
driver;Fahrer:Fahrerin;1;2018-05-17
mechanic;Mechaniker:Mechanikerin;0;
farmer;Farmer:Bauer;0;
postmen;Briefträger;0;
clue;Hinweis:Spur;0;
friendly;freundlich:nett;0;
all day;den ganzen Tag;0;
singer;Sänger:Sängerin;0;
dream;Traum;1;2018-05-18
challenge;Herausforderung;0;
course;Kurs;0;
mountain;Berg;0;
forest;Wald;1;2018-05-18
adventure;Abenteuer;0;
walking;Wandern;0;
climbing;Klettern;0;
gorge scrambling;Schluchtenklettern;0;
route;Strecke:Route;0;
than;als;0;2018-05-18
the worst;das Schlimmste;0;
that's why;das ist der Grund;0;
separate;seperat:getrennt;0;
Celtic;keltisch;0;
Welsh;walisch;0;
low;niedrig;0;
tall;groß;0;
high;hoch;0;
work on your own;selbstständig arbeiten:alleine arbeiten;0;
belong to;gehören zu;0;
should;sollte:solltes;0;
dirty;schmutzig;0;
phrases that;redewendugen, die;0;
change something;etwas ändern;0;
quick;schnell;0;
play tennis;Tennis spielen;0;
play football;Fußball spielen;1;2018-05-18
to go skating;Inlinskaten;0;
ride a bike;Fahrrad fahren;0;
run;rennen;0;
go for a walk;spazieren gehen;0;
climb a mountain;einen Berg besteigen:Bergsteigen;1;2018-05-13
amazing;unglaublich:toll:erstaunlich;0;
planet;Planet;1;2018-05-18
sheep;Schaf:Schafe;0;
road;Straße;0;2018-05-19
soon;bald;0;
field;Feld:Spielwiese:Acker;0;
Welcome!;Willkommen!;0;
instructor;Betreuer:Betreuerin;0;
few;wenige;0;
meal;Mahlzeit:Essen;0;
a bit;ein bisschen:ein wenig;0;
cold;kalt;1;2018-05-18
torch;Fakel:Taschenlampe;1;2018-05-18
go for a walk;spazieren gehen;0;
the dark;Dunkelheit;0;
noise;Lärm:Geräusch;1;2018-05-18
dark;dunkel;1;2018-05-17
night walk;Nachtwanderung;0;
against;gegen;0;
be asleep;schlafen;0;
tiptoe;auf Zehenspitzen gehen;1;2018-05-18
cloudy;bedeckt:bewölkt;1;2018-05-18
battery;Batterie:Akku;0;
no idea;keine Ahnung;1;2018-05-17
locked;abgeschlossen;0;
trouble;Ärger:Probleme:Schwierigkeiten;0;
secret;Geheimnis;0;
memory;Erinnerung:Gedächtnis;1;2018-05-18
travel report;Reisebericht;0;
electronic;elektronisch;1;2018-05-18
search;Suche;0;
meaning;Bedeutung:Sinn;0;
spaceship;Raumschiff;0;
topic;Thema;0;
beginning;Anfang:Beginn;0;
sneak arround;herumschleichen;1;2018-05-18
lemon;Zitrone;0;
surprising;überaschend;0;
filmmaker;Filmemacher:Filmemacherin;0;
mood;Stimmung:Laune;0;
unfriendly;unfreundlich;0;
hurt;verletzt;0;2018-05-18
aggressive;agressiv;0;
scary;beängstigend;0;
huge;riesig:riesengroß:gewaltig;0;
capital;Hauptstadt;0;
fact;Fakt:Tatsache;0;
multi-ethnic;Vielvölker-;0;
sight;Sehenswürdigkeit;0;
space;Raum:Fläche:Platz:Ort;0;
underground;U-Bahn;0;
the Tube;die Londoner U-Bahn;0;
carnival;Karneval;0;
originally;ursprünglich;0;
Roman;Römer:römisch:Römerin;1;2018-05-18
airport;Flughafen;1;2018-05-17
million;Milion;0;
large;groß:riesig;0;
bell;Glocke;0;
guard;Wache:Wächter:Wächterin;0;
queen;Königin;0;
identity;Idäntität;0;
get around;sich fortbewegen;0;
public transport;öffentliche Verkehrsmittel;0;
flair;Flair:Atmosphäre;0;
wax figure;Wachsfigur;0;
be interested in;interessiert sein an;0;
things that;Dinge, die;0;
stay with;wohnen bei;0;
this afternoon;heute Nachmittag;0;
18-year-old;18-jährig;1;2018-05-18
persuade;überreden;0;
probably;möglicherweise:wahrscheinlich;0;
travel;fahren:reisen;0;
smart card;Chipkarte;0;
top up;aufladen;0;
credit;Guthaben;0;
wheelchair;Rollstuhl;0;
zoo;Zoo:Tierpark;1;2018-05-19
musican;Musiker;1;2018-05-18
change;umsteigen;1;2018-05-17
change onto;umsteigen in;0;
north;Norden;0;
south;Süden;1;2018-05-18
stop;Haltestelle:Halt;0;
get off;aussteigen;0;
deal;sich befassen;0;
a while;eine Weile;1;2018-05-18
mean;meinen:bedeuten;0;
girlfriend;Freundin;0;
souvenir;Souvenir:Andenken;0;
anywhere;irgendwo;0;2018-05-18
travel;fahren:reisen;0;
top up;aufladen;0;
credit;Guthaben;0;
wheelchair;Rollstuhl;0;
zoo;Zoo:Tierpark;1;2018-05-18
change;umsteigen;0;
change onto;umsteigen in;0;
north;Norden;0;
south;Süden;0;
stop;Haltestelle:Halt;0;
get off;aussteigen;0;
deal;sich befassen;0;
a while;eine Weile;0;
mean;meinen:bedeuten;0;
girlfriend;Freundin;0;2018-05-20
souvenir;Souvenir:Andenken;0;
anywhere;irgendwo;1;2018-05-13
everybody;jeder:alle;0;
... where to go.;... wohin ich gehen kann.;0;
follow;folgen:hinterhergehen:befolgen;1;2018-05-19
corner;Ecke;0;
I bet;ich wette;2;2018-05-18
beat;schlagen:besiegen;0;
nobody;niemand;0;
one;eine:einer:eines;0;
pro;Argument dafür;1;2018-05-17
con;Argument dagegen;0;
far;weit;1;2018-05-18
bite;beißen;2;2018-05-20
tour;Tour:Fahrt:Rundgang;0;
guide;Führer:Reiseführer;0;
build;bauen;0;
become;werden;0;
castle;Schloss:Burg;0;
prison;Gefängnis;0;
lion;Löwen;1;2018-05-19
bear;Bär;0;
crown jewels;Kronjuwelen;0;2018-05-18
Beefeater;königlicher Leibgardist;0;2018-05-13
raven;Rabe;0;
raven master;Herr der Raben;0;
careful;vorsichtig:sorgfältig;0;
safe;sicher:ungefährlich;0;
close;nahe;0;
sleigh;Schlitten;0;2018-05-13
tears;Tränen;0;
guess;raten;0;
audio tour;Audioführung;0;
treasure;Schatz;0;
ghost;Geist:Gespenst;2;2018-05-18
jump back;zurück springen;0;
could;könnte;0;
one day;eines Tages;0;
a day out in ...;ein Tag in ...;0;
out and about;unterwegs;0;
adult;Erwachsene:Erwachsener;0;
sightseeing;Sightseeing:Besichtigungs-;0;
normal;normal;0;
choice;Wahl;0;
location;Handlungsort:Ort;0;
crowd;Menschenmenge;1;2018-05-19
view;Aussicht;0;
attraction;Attraktion;0;
basic;grundlegend;0;
display;Ausstellung;0;
news;Nachrichten;0;
life;Leben;1;2018-05-18
earth;Erde;0;
dinosaur;Dinosaurier;0;
on foot;zu Fuß;0;
distance;Distanz:Entfernung;0;
realistic;realistisch;1;2018-05-18
material;Material;1;2018-05-17
high tide;Flut;0;
low tide;Ebbe;0;
flow out;hinausfließen;0;
towards;in Richtung;0;
wounded;verletzt;1;2018-05-04
tower;Turm;1;2018-05-04
moonlight;Mondlicht;1;2018-05-04
stairs;Treppe;2;2018-05-18
wooden;hölzern:aus Holz;2;2018-05-04
danger;Gefahr;1;2018-05-04
keep out;draußen bleiben:draußen halten;2;2018-05-04
cracking;knackend:brechend;3;2018-05-18
realise;erkennen:realisieren;3;2018-05-04
key ring;Schlüsselbund;1;2018-05-04
tie;binden:fesseln;1;2018-05-19
rope;Seil;1;2018-05-04
hold onto;festhalten an;1;2018-05-04
crack;Krachen:Knacken;1;2018-05-04
wood;Holz;2;2018-05-18
heavy;schwer:stark;1;2018-05-04
a sign that;ein Schild das;1;2018-05-04
definitely;bestimmt:definitiv:eindeutig;4;2018-05-04
convince;überzeugen;1;2018-05-18
spider;Spinne;0;2018-05-04
web;Netz:Spinnennetz;2;2018-05-04
help out;aushelfen;1;2018-05-04
neighbourhood;Nachbarschaft;2;2018-05-04
do the shopping;Einkäufe machen;3;2018-05-17
elderly;älter;1;2018-05-04
inventor;Erfinder;1;2018-05-04
tin can;Blechdos;1;2018-05-04
switch;Schalter;1;2018-05-04
versus;gegen;1;2018-05-04
rotary phone;Telefon mit Wählscheibe;1;2018-05-04
libary;Bibiliothek:Bücherei;2;2018-05-18
news report;sachenbericht;1;2018-05-04
entry;Eintrag;1;2018-05-04
recipe;Rezept;1;2018-05-04
reference article;Referenzartikel;1;2018-05-04
headline;Überschrift;2;2018-05-18
winter;Winter;1;2018-05-04
hibernation;Winterschlaf;2;2018-05-18
avoid;vermeiden;1;2018-05-04
treat;Leckerli;2;2018-05-18
on the brink of; am Rande von;0;2018-05-19
extinction;Aussterben;1;2018-05-04
poaching;Wilderei;0;2018-05-04
ivory;Elfenbein;0;2018-05-18
light;leicht;2;2018-05-03
pattern;Muster;3;2018-05-04
talker;Sprecher;3;2018-05-20
hog a conversation;ein Gespräch dominieren;2;2018-05-03
keep the ball bouncing;das Gespräch am Laufen halten;2;2018-05-06
bounce;springen:hüpfen;4;2018-05-04
next door;nebenan;2;2018-05-03
check out;prüfen:abchecken;4;2018-05-04
Cheers!;Danke!;3;2018-05-06
catch;mitbekommen;3;2018-05-06
student exchange;Schüleraustausch;4;2018-05-19
script;Drehbuch:Skript;4;2018-05-06
stage direction;Regieanweisung;2;2018-05-03
hint;Tip;2;2018-05-03
facial expression;Gesichtsausdruck;3;2018-05-06
to the point;prägnant;2;2018-05-03
what was it like;wie war es;2;2018-05-03
tribe;Stamm;3;2018-05-06
smoky;verraucht;2;2018-05-03
BC;vor Christus;2;2018-05-03
empire;Reich;2;2018-05-17
emperor;Kaiser;3;2018-05-06
underfloor heating;Fußbodenheizun;3;2018-05-06
baths;Badehaus;3;2018-05-06
AD;nach Christus;4;2018-05-18
belt;Gürtel;3;2018-05-06
Norman;Normanne;2;2018-05-03
lord;Lord;3;2018-05-06
husband;Ehemann;3;2018-05-06
grow;anbauen;3;2018-05-06
Tudor;Tudor;3;2018-05-06
monarch;Monarch;3;2018-05-06
found;gründen;3;2018-05-06
marry;heiraten;2;2018-05-03
daughter;Tochter;3;2018-05-06
Spanish;Spanisch;3;2018-05-17
golden age;goldenes Zeitalter;3;2018-05-06
play;Theaterstück;3;2018-05-06
Victorian;viktorianisch;3;2018-05-06
noisy;laut;2;2018-05-03
factory;Fabrik;2;2018-05-03
less;weniger;1;2018-05-18
music that;Musik, die;1;2018-05-06
experience;erfahren:erleben;1;2018-05-18
back then;damals;2;2018-05-03
smell;riechen,duften;2;2018-05-03
comfortable;bequem;2;2018-05-03
calendar;Kalender;2;2018-05-04
boot;Stiefel;3;2018-05-06
axe;Axt;3;2018-05-06
mirror;Spiegel;2;2018-05-03
necklace;Halskette;2;2018-05-03
sandal;Sandale;2;2018-05-18
generation;Generation;3;2018-05-06
lifestyle;Lebensstil;1;2018-05-18
change one's mind;sein Meinung ändern;3;2018-05-06
taste;schmecken;3;2018-05-06
writer;Autor;3;2018-05-04
invade;einmarschieren;3;2018-05-06
play bowls;Bowling spielen;1;2018-05-18
battle;Schlacht;3;2018-05-06
dress;Kleid;3;2018-05-06
crown;Krone;3;2018-05-06
Celt;Kelte;3;2018-05-06
everyday;alltäglich;3;2018-05-04
grow up;aufwachsen;3;2018-05-06
education;Erziehung:Bildung;4;2018-05-06
reign;Herrschaft:Regierungszeit;3;2018-05-02
attack;angreifen;3;2018-05-06
slave;Sklave;2;2018-05-03
capture;ergreifen:einfangen;3;2018-05-18
snow;Schnee;2;2018-05-03
entertainment;Unterhaltung;4;2018-05-19
reign;herrschen;3;2018-05-06
be born;geboren werden;3;2018-05-18
burn down;abbrennen;3;2018-05-06
burn;brennen;2;2018-05-03
rebuild;wieder aufbauen;3;2018-05-06
biographical;biografisch;3;2018-05-06
quill;Federkiel;4;2018-05-17
feather;Feder;4;2018-05-17
hello;Hallo;3;2018-05-06
